,Élément,Produit,Année,Unité,Valeur,Symbole,Description du Symbole,Note
1542,Rendement,Sésame,2021,kg/ha,328.4,E,Valeur estimée,
1543,Production,Sésame,2021,tonnes,1846.96,I,Valeur imputée par une agence réceptrice,
1544,Superficie récoltée,Sésame,2022,ha,5660.0,I,Valeur imputée par une agence réceptrice,
1545,Rendement,Sésame,2022,kg/ha,328.8,E,Valeur estimée,
1546,Production,Sésame,2022,tonnes,1861.04,I,Valeur imputée par une agence réceptrice,
1547,Superficie récoltée,Sésame,2023,ha,5669.0,I,Valeur imputée par une agence réceptrice,
1548,Rendement,Sésame,2023,kg/ha,330.1,E,Valeur estimée,
1549,Production,Sésame,2023,tonnes,1871.38,I,Valeur imputée par une agence réceptrice,
1550,Superficie récoltée,Sésame,2024,ha,5677.0,I,Valeur imputée par une agence réceptrice,
1551,Rendement,Sésame,2024,kg/ha,331.5,E,Valeur estimée,
1552,Production,Sésame,2024,tonnes,1881.72,I,Valeur imputée par une agence réceptrice,
1553,Superficie récoltée,Sorgho,2010,ha,223595.0,A,Chiffre officiel,
1554,Rendement,Sorgho,2010,kg/ha,1094.3,A,Chiffre officiel,
1555,Production,Sorgho,2010,tonnes,244674.0,A,Chiffre officiel,
1556,Superficie récoltée,Sorgho,2011,ha,220917.0,A,Chiffre officiel,
1557,Rendement,Sorgho,2011,kg/ha,1101.2,A,Chiffre officiel,
1558,Production,Sorgho,2011,tonnes,243267.0,A,Chiffre officiel,
1559,Superficie récoltée,Sorgho,2012,ha,290550.0,A,Chiffre officiel,
1560,Rendement,Sorgho,2012,kg/ha,863.5,A,Chiffre officiel,
1561,Production,Sorgho,2012,tonnes,250892.0,A,Chiffre officiel,
1562,Superficie récoltée,Sorgho,2013,ha,302123.0,A,Chiffre officiel,
1563,Rendement,Sorgho,2013,kg/ha,944.4,A,Chiffre officiel,
1564,Production,Sorgho,2013,tonnes,285316.0,A,Chiffre officiel,
1565,Superficie récoltée,Sorgho,2014,ha,323739.0,A,Chiffre officiel,
1566,Rendement,Sorgho,2014,kg/ha,950.1,A,Chiffre officiel,
1567,Production,Sorgho,2014,tonnes,307579.0,A,Chiffre officiel,
1568,Superficie récoltée,Sorgho,2015,ha,304186.0,A,Chiffre officiel,
1569,Rendement,Sorgho,2015,kg/ha,890.5,A,Chiffre officiel,
1570,Production,Sorgho,2015,tonnes,270863.0,A,Chiffre officiel,
1571,Superficie récoltée,Sorgho,2016,ha,317189.0,A,Chiffre officiel,
1572,Rendement,Sorgho,2016,kg/ha,860.0,A,Chiffre officiel,
1573,Production,Sorgho,2016,tonnes,272776.0,A,Chiffre officiel,
1574,Superficie récoltée,Sorgho,2017,ha,315542.0,A,Chiffre officiel,
1575,Rendement,Sorgho,2017,kg/ha,875.2,A,Chiffre officiel,
1576,Production,Sorgho,2017,tonnes,276167.0,A,Chiffre officiel,
1577,Superficie récoltée,Sorgho,2018,ha,318834.0,A,Chiffre officiel,
1578,Rendement,Sorgho,2018,kg/ha,869.5,A,Chiffre officiel,
1579,Production,Sorgho,2018,tonnes,277240.0,A,Chiffre officiel,
1580,Superficie récoltée,Sorgho,2019,ha,317826.0,A,Chiffre officiel,
1581,Rendement,Sorgho,2019,kg/ha,889.1,A,Chiffre officiel,
1582,Production,Sorgho,2019,tonnes,282582.0,A,Chiffre officiel,
1583,Superficie récoltée,Sorgho,2020,ha,311245.0,A,Chiffre officiel,
1584,Rendement,Sorgho,2020,kg/ha,896.7,A,Chiffre officiel,
1585,Production,Sorgho,2020,tonnes,279105.0,A,Chiffre officiel,
1586,Superficie récoltée,Sorgho,2021,ha,316034.0,A,Chiffre officiel,
1587,Rendement,Sorgho,2021,kg/ha,876.4,A,Chiffre officiel,
1588,Production,Sorgho,2021,tonnes,276986.0,A,Chiffre officiel,
1589,Superficie récoltée,Sorgho,2022,ha,317571.0,A,Chiffre officiel,
1590,Rendement,Sorgho,2022,kg/ha,884.2,A,Chiffre officiel,
1591,Production,Sorgho,2022,tonnes,280809.0,A,Chiffre officiel,
1592,Superficie récoltée,Sorgho,2023,ha,325000.0,X,Chiffre de source externe,Chiffre non officiel
1593,Rendement,Sorgho,2023,kg/ha,923.1,X,Chiffre de source externe,
1594,Production,Sorgho,2023,tonnes,300000.0,X,Chiffre de source externe,Chiffre non officiel
1595,Superficie récoltée,Sorgho,2024,ha,320000.0,X,Chiffre de source externe,Chiffre non officiel
1596,Rendement,Sorgho,2024,kg/ha,968.8,X,Chiffre de source externe,
1597,Production,Sorgho,2024,tonnes,310000.0,X,Chiffre de source externe,Chiffre non officiel
1598,Superficie récoltée,Tabacs bruts ou non fabriqués,2010,ha,4189.0,I,Valeur imputée par une agence réceptrice,
1599,Rendement,Tabacs bruts ou non fabriqués,2010,kg/ha,444.4,E,Valeur estimée,
1600,Production,Tabacs bruts ou non fabriqués,2010,tonnes,1861.64,I,Valeur imputée par une agence réceptrice,
1601,Superficie récoltée,Tabacs bruts ou non fabriqués,2011,ha,4246.0,I,Valeur imputée par une agence réceptrice,
1602,Rendement,Tabacs bruts ou non fabriqués,2011,kg/ha,439.5,E,Valeur estimée,
1603,Production,Tabacs bruts ou non fabriqués,2011,tonnes,1866.22,I,Valeur imputée par une agence réceptrice,
1604,Superficie récoltée,Tabacs bruts ou non fabriqués,2012,ha,4291.0,I,Valeur imputée par une agence réceptrice,
1605,Rendement,Tabacs bruts ou non fabriqués,2012,kg/ha,436.4,E,Valeur estimée,
1606,Production,Tabacs bruts ou non fabriqués,2012,tonnes,1872.66,I,Valeur imputée par une agence réceptrice,
1607,Superficie récoltée,Tabacs bruts ou non fabriqués,2013,ha,4302.0,I,Valeur imputée par une agence réceptrice,
1608,Rendement,Tabacs bruts ou non fabriqués,2013,kg/ha,437.2,E,Valeur estimée,
1609,Production,Tabacs bruts ou non fabriqués,2013,tonnes,1881.06,I,Valeur imputée par une agence réceptrice,
1610,Superficie récoltée,Tabacs bruts ou non fabriqués,2014,ha,4270.0,I,Valeur imputée par une agence réceptrice,
1611,Rendement,Tabacs bruts ou non fabriqués,2014,kg/ha,442.4,E,Valeur estimée,
1612,Production,Tabacs bruts ou non fabriqués,2014,tonnes,1889.15,I,Valeur imputée par une agence réceptrice,
1613,Superficie récoltée,Tabacs bruts ou non fabriqués,2015,ha,4284.0,I,Valeur imputée par une agence réceptrice,
1614,Rendement,Tabacs bruts ou non fabriqués,2015,kg/ha,442.8,E,Valeur estimée,
1615,Production,Tabacs bruts ou non fabriqués,2015,tonnes,1896.9,I,Valeur imputée par une agence réceptrice,
1616,Superficie récoltée,Tabacs bruts ou non fabriqués,2016,ha,4295.0,I,Valeur imputée par une agence réceptrice,
1617,Rendement,Tabacs bruts ou non fabriqués,2016,kg/ha,443.5,E,Valeur estimée,
1618,Production,Tabacs bruts ou non fabriqués,2016,tonnes,1904.72,I,Valeur imputée par une agence réceptrice,
1619,Superficie récoltée,Tabacs bruts ou non fabriqués,2017,ha,4304.0,I,Valeur imputée par une agence réceptrice,
1620,Rendement,Tabacs bruts ou non fabriqués,2017,kg/ha,444.4,E,Valeur estimée,
1621,Production,Tabacs bruts ou non fabriqués,2017,tonnes,1912.52,I,Valeur imputée par une agence réceptrice,
1622,Superficie récoltée,Tabacs bruts ou non fabriqués,2018,ha,4317.0,I,Valeur imputée par une agence réceptrice,
1623,Rendement,Tabacs bruts ou non fabriqués,2018,kg/ha,444.8,E,Valeur estimée,
1624,Production,Tabacs bruts ou non fabriqués,2018,tonnes,1920.31,I,Valeur imputée par une agence réceptrice,
1625,Superficie récoltée,Tabacs bruts ou non fabriqués,2019,ha,4334.0,I,Valeur imputée par une agence réceptrice,
1626,Rendement,Tabacs bruts ou non fabriqués,2019,kg/ha,444.9,E,Valeur estimée,
1627,Production,Tabacs bruts ou non fabriqués,2019,tonnes,1928.08,I,Valeur imputée par une agence réceptrice,
1628,Superficie récoltée,Tabacs bruts ou non fabriqués,2020,ha,4343.0,I,Valeur imputée par une agence réceptrice,
1629,Rendement,Tabacs bruts ou non fabriqués,2020,kg/ha,445.7,E,Valeur estimée,
1630,Production,Tabacs bruts ou non fabriqués,2020,tonnes,1935.83,I,Valeur imputée par une agence réceptrice,
1631,Superficie récoltée,Tabacs bruts ou non fabriqués,2021,ha,4355.0,I,Valeur imputée par une agence réceptrice,
1632,Rendement,Tabacs bruts ou non fabriqués,2021,kg/ha,445.6,E,Valeur estimée,
1633,Production,Tabacs bruts ou non fabriqués,2021,tonnes,1940.4,I,Valeur imputée par une agence réceptrice,
1634,Superficie récoltée,Tabacs bruts ou non fabriqués,2022,ha,4378.0,I,Valeur imputée par une agence réceptrice,
1635,Rendement,Tabacs bruts ou non fabriqués,2022,kg/ha,444.7,E,Valeur estimée,
1636,Production,Tabacs bruts ou non fabriqués,2022,tonnes,1946.96,I,Valeur imputée par une agence réceptrice,
1637,Superficie récoltée,Tabacs bruts ou non fabriqués,2023,ha,4392.0,I,Valeur imputée par une agence réceptrice,
1638,Rendement,Tabacs bruts ou non fabriqués,2023,kg/ha,444.7,E,Valeur estimée,
1639,Production,Tabacs bruts ou non fabriqués,2023,tonnes,1953.21,I,Valeur imputée par une agence réceptrice,
1640,Superficie récoltée,Tabacs bruts ou non fabriqués,2024,ha,4405.0,I,Valeur imputée par une agence réceptrice,
1641,Rendement,Tabacs bruts ou non fabriqués,2024,kg/ha,444.8,E,Valeur estimée,
1642,Production,Tabacs bruts ou non fabriqués,2024,tonnes,1959.34,I,Valeur imputée par une agence réceptrice,
1643,Superficie récoltée,Taro,2010,ha,17250.0,A,Chiffre officiel,
1644,Rendement,Taro,2010,kg/ha,1169.0,A,Chiffre officiel,
1645,Production,Taro,2010,tonnes,20165.0,A,Chiffre officiel,
1646,Superficie récoltée,Taro,2011,ha,17483.0,A,Chiffre officiel,
1647,Rendement,Taro,2011,kg/ha,1167.2,A,Chiffre officiel,
1648,Production,Taro,2011,tonnes,20407.0,A,Chiffre officiel,
1649,Superficie récoltée,Taro,2012,ha,4195.0,A,Chiffre officiel,
1650,Rendement,Taro,2012,kg/ha,2702.5,A,Chiffre officiel,
1651,Production,Taro,2012,tonnes,11337.0,A,Chiffre officiel,
1652,Superficie récoltée,Taro,2013,ha,13243.0,A,Chiffre officiel,
1653,Rendement,Taro,2013,kg/ha,1507.1,A,Chiffre officiel,
1654,Production,Taro,2013,tonnes,19958.0,A,Chiffre officiel,
1655,Superficie récoltée,Taro,2014,ha,4046.0,A,Chiffre officiel,
1656,Rendement,Taro,2014,kg/ha,2848.7,A,Chiffre officiel,
1657,Production,Taro,2014,tonnes,11526.0,A,Chiffre officiel,
1658,Superficie récoltée,Taro,2015,ha,6530.0,I,Valeur imputée par une agence réceptrice,
1659,Rendement,Taro,2015,kg/ha,2540.4,E,Valeur estimée,
1660,Production,Taro,2015,tonnes,16589.58,I,Valeur imputée par une agence réceptrice,
1661,Superficie récoltée,Taro,2016,ha,6942.0,I,Valeur imputée par une agence réceptrice,
1662,Rendement,Taro,2016,kg/ha,2596.3,E,Valeur estimée,
1663,Production,Taro,2016,tonnes,18024.0,A,Chiffre officiel,
1664,Superficie récoltée,Taro,2017,ha,4771.0,A,Chiffre officiel,
1665,Rendement,Taro,2017,kg/ha,3090.8,A,Chiffre officiel,
1666,Production,Taro,2017,tonnes,14746.0,A,Chiffre officiel,
1667,Superficie récoltée,Taro,2018,ha,5268.0,A,Chiffre officiel,
1668,Rendement,Taro,2018,kg/ha,3117.7,A,Chiffre officiel,
1669,Production,Taro,2018,tonnes,16424.0,A,Chiffre officiel,
1670,Superficie récoltée,Taro,2019,ha,5563.0,A,Chiffre officiel,
1671,Rendement,Taro,2019,kg/ha,3117.0,A,Chiffre officiel,
1672,Production,Taro,2019,tonnes,17340.0,A,Chiffre officiel,
1673,Superficie récoltée,Taro,2020,ha,6044.0,A,Chiffre officiel,
1674,Rendement,Taro,2020,kg/ha,3109.7,A,Chiffre officiel,
1675,Production,Taro,2020,tonnes,18795.0,A,Chiffre officiel,
1676,Superficie récoltée,Taro,2021,ha,6133.0,A,Chiffre officiel,
1677,Rendement,Taro,2021,kg/ha,3112.3,A,Chiffre officiel,
1678,Production,Taro,2021,tonnes,19088.0,A,Chiffre officiel,
1679,Superficie récoltée,Taro,2022,ha,6213.0,A,Chiffre officiel,
1680,Rendement,Taro,2022,kg/ha,3115.2,A,Chiffre officiel,
1681,Production,Taro,2022,tonnes,19355.0,A,Chiffre officiel,
1682,Superficie récoltée,Taro,2023,ha,5673.0,I,Valeur imputée par une agence réceptrice,
1683,Rendement,Taro,2023,kg/ha,3252.6,E,Valeur estimée,
1684,Production,Taro,2023,tonnes,18452.82,I,Valeur imputée par une agence réceptrice,
1685,Superficie récoltée,Taro,2024,ha,5319.0,I,Valeur imputée par une agence réceptrice,
1686,Rendement,Taro,2024,kg/ha,3435.4,E,Valeur estimée,
1687,Production,Taro,2024,tonnes,18272.09,I,Valeur imputée par une agence réceptrice,
1688,Superficie récoltée,"Tomates, fraiches",2010,ha,1400.0,E,Valeur estimée,
1689,Rendement,"Tomates, fraiches",2010,kg/ha,4285.7,E,Valeur estimée,
1690,Production,"Tomates, fraiches",2010,tonnes,6000.0,E,Valeur estimée,
1691,Superficie récoltée,"Tomates, fraiches",2011,ha,1358.0,I,Valeur imputée par une agence réceptrice,
1692,Rendement,"Tomates, fraiches",2011,kg/ha,4227.5,E,Valeur estimée,
1693,Production,"Tomates, fraiches",2011,tonnes,5742.02,I,Valeur imputée par une agence réceptrice,
1694,Superficie récoltée,"Tomates, fraiches",2012,ha,1400.0,E,Valeur estimée,
1695,Rendement,"Tomates, fraiches",2012,kg/ha,4071.4,E,Valeur estimée,
1696,Production,"Tomates, fraiches",2012,tonnes,5700.0,E,Valeur estimée,
1697,Superficie récoltée,"Tomates, fraiches",2013,ha,1345.0,I,Valeur imputée par une agence réceptrice,
1698,Rendement,"Tomates, fraiches",2013,kg/ha,4146.6,E,Valeur estimée,
1699,Production,"Tomates, fraiches",2013,tonnes,5579.2,I,Valeur imputée par une agence réceptrice,
1700,Superficie récoltée,"Tomates, fraiches",2014,ha,1289.0,I,Valeur imputée par une agence réceptrice,
1701,Rendement,"Tomates, fraiches",2014,kg/ha,4227.8,E,Valeur estimée,
1702,Production,"Tomates, fraiches",2014,tonnes,5447.97,I,Valeur imputée par une agence réceptrice,
1703,Superficie récoltée,"Tomates, fraiches",2015,ha,1235.0,I,Valeur imputée par une agence réceptrice,
1704,Rendement,"Tomates, fraiches",2015,kg/ha,4242.1,E,Valeur estimée,
1705,Production,"Tomates, fraiches",2015,tonnes,5239.22,I,Valeur imputée par une agence réceptrice,
1706,Superficie récoltée,"Tomates, fraiches",2016,ha,1265.0,I,Valeur imputée par une agence réceptrice,
1707,Rendement,"Tomates, fraiches",2016,kg/ha,4244.8,E,Valeur estimée,
1708,Production,"Tomates, fraiches",2016,tonnes,5369.63,I,Valeur imputée par une agence réceptrice,
1709,Superficie récoltée,"Tomates, fraiches",2017,ha,1263.0,I,Valeur imputée par une agence réceptrice,
1710,Rendement,"Tomates, fraiches",2017,kg/ha,4246.5,E,Valeur estimée,
1711,Production,"Tomates, fraiches",2017,tonnes,5364.55,I,Valeur imputée par une agence réceptrice,
1712,Superficie récoltée,"Tomates, fraiches",2018,ha,1253.0,I,Valeur imputée par une agence réceptrice,
1713,Rendement,"Tomates, fraiches",2018,kg/ha,4243.8,E,Valeur estimée,
1714,Production,"Tomates, fraiches",2018,tonnes,5316.28,I,Valeur imputée par une agence réceptrice,
1715,Superficie récoltée,"Tomates, fraiches",2019,ha,1228.0,I,Valeur imputée par une agence réceptrice,
1716,Rendement,"Tomates, fraiches",2019,kg/ha,4246.2,E,Valeur estimée,
1717,Production,"Tomates, fraiches",2019,tonnes,5215.85,I,Valeur imputée par une agence réceptrice,
1718,Superficie récoltée,"Tomates, fraiches",2020,ha,1207.0,I,Valeur imputée par une agence réceptrice,
1719,Rendement,"Tomates, fraiches",2020,kg/ha,4252.6,E,Valeur estimée,
1720,Production,"Tomates, fraiches",2020,tonnes,5134.98,I,Valeur imputée par une agence réceptrice,
1721,Superficie récoltée,"Tomates, fraiches",2021,ha,1230.0,E,Valeur estimée,
1722,Rendement,"Tomates, fraiches",2021,kg/ha,4247.5,E,Valeur estimée,
1723,Production,"Tomates, fraiches",2021,tonnes,5222.37,E,Valeur estimée,
1724,Superficie récoltée,"Tomates, fraiches",2022,ha,1222.0,E,Valeur estimée,
1725,Rendement,"Tomates, fraiches",2022,kg/ha,4248.8,E,Valeur estimée,
1726,Production,"Tomates, fraiches",2022,tonnes,5191.07,E,Valeur estimée,
1727,Superficie récoltée,"Tomates, fraiches",2023,ha,1220.0,E,Valeur estimée,
1728,Rendement,"Tomates, fraiches",2023,kg/ha,4249.6,E,Valeur estimée,
1729,Production,"Tomates, fraiches",2023,tonnes,5182.8,E,Valeur estimée,
1730,Superficie récoltée,"Tomates, fraiches",2024,ha,1224.0,E,Valeur estimée,
1731,Rendement,"Tomates, fraiches",2024,kg/ha,4248.6,E,Valeur estimée,
1732,Production,"Tomates, fraiches",2024,tonnes,5198.75,E,Valeur estimée,
